Plot,Rep,Genotype,Species,species_mex,origin,notes1,notes2,GDDTS_corr,GDDTA_corr,PH_corr,EH_corr,NBR_corr,SPAD1_corr,SPAD2_corr,StPu_corr,StPi_corr,BW_corr,BL_corr,SL_corr
5480,2,Zx.0570_P2_P2_P2.3.1.1,Nobo,Mex,PV23-1162,,,804.7758276,804.9442954,187.4816341,72.96464481,1.377528636,NA,NA,0.014598237,0.010148583,8.102545166,61.50788932,12.9191684
5481,2,Zd.0010_P2_P4_P1.3.1.1,Zdip,Zdip,PV23-1969,,,895.080861,890.7159567,190.49928,67.23130228,0.811874296,NA,NA,0.014174181,-0.006696377,7.519189771,69.48052112,15.71585167
5482,2,Purple Check,Check,Check,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5483,2,Zh.0020_P3_P5_P1.2.1.1,Hueh,Hueh,PV23-1272,,,892.9806411,878.6301983,206.5901019,88.99751149,1.340703472,NA,NA,0.01768856,0.001986335,7.418423489,60.80827404,13.52771762
5484,2,Zd.0030_P2_P5_P2.3.1.1,Zdip,Zdip,PV23-924,,,920.3986725,905.8857157,163.2463889,58.63585815,0.167277382,NA,NA,0.016033652,0.009753904,7.227132498,51.05582616,14.03773086
5485,2,Zl.0010_P1_P1_P1.1.1.1,Zlux,Zlux,PV23-1370,,,901.6077349,919.187151,159.9554142,38.25334159,0.414038826,NA,NA,0.015551627,-0.007980535,6.203468253,50.11256382,11.2387312
5486,2,Zh.0030_P4_P3_P2.2.1.1,Hueh,Hueh,PV23-1293,,,971.3225105,985.4681356,184.9335917,50.00372864,0.344530019,NA,NA,0.019185194,-0.001845264,8.341157369,53.82855101,13.14949399
5487,2,Zv.0080_P2_P5_P1.2.1.1,Bals,Bals,PV23-1688,,,901.6362928,886.5342956,177.1571873,76.6083241,1.435713435,NA,NA,0.01560736,-0.013182483,6.445339421,51.87546532,14.74611905
5488,2,Zl.0050_P1_P5_P2.4.1.1,Zlux,Zlux,PV23-1231,,,910.6892689,920.2065628,177.871974,59.33267749,0.463518637,NA,NA,0.01720084,-0.013905879,7.010982601,54.75762345,14.34925749
5489,2,Zx.0480_P2_P2_P1.1.1.1,Mesa,Mex,PV23-2459,,,883.1246265,819.2908029,170.1740031,60.77670103,0.528765127,NA,NA,0.019537115,-0.010053673,8.072290246,NA,12.55444023
5490,2,Zx.0580_P2_P3_P2.4.1.1,Nobo,Mex,PV23-1020,,,916.1490019,884.3740193,196.9174257,57.40728387,2.164182828,NA,NA,0.016813419,-0.026828353,10.30004425,61.34720766,13.55899926
5491,2,Zx.0080_P1_P2_P1.3.1.1,Chal,Mex,PV23-428,,,936.1617125,934.7819427,226.3918466,87.52835925,2.153500213,NA,NA,0.01487159,0.952124765,7.213421564,53.73658712,14.20082695
5492,2,Zx.0550_P4_P4_P6.2.1.1,Dura,Mex,PV23-736,,,869.3648165,820.690121,151.6960272,52.87996025,0.518367306,NA,NA,0.017556438,-0.031292103,7.586404441,53.76238844,12.09646099
5493,2,B73,B73,B73,,,,896.777801,830.4357893,183.5224618,59.45282366,1.453215757,NA,NA,0.015181316,-0.035389317,8.425601462,59.54124191,14.09149571
5494,2,Zd.0030_P2_P1_P1.3.1.1,Zdip,Zdip,PV23-851,,,871.3850602,871.3925055,198.0228189,71.77983811,1.425235015,NA,NA,0.013549004,-0.034951822,9.260213297,69.25512023,14.18860059
5495,2,B73,B73,B73,,,,955.4333559,902.5009092,167.071468,50.24623874,1.333636315,NA,NA,0.01708803,-0.023922173,6.956065115,53.20469714,12.99223435
5496,2,Zd.0020_P3_P4_P1.4.1.1,Zdip,Zdip,PV23-1912,,,1091.748174,1015.86929,164.3829316,55.56805696,2.402535195,NA,NA,0.013415691,-0.030365391,6.618219819,45.98658836,14.58173164
5497,2,Zd.0010_P3_P3_P1.4.1.1,Zdip,Zdip,PV23-2036,,,1001.035276,937.4959886,157.9311445,54.00467398,0.154952463,NA,NA,0.01385899,-0.012915214,6.641516335,51.52693844,13.18097213
5498,2,Zx.0580_P2_P1_P1.1.1.1,Nobo,Mex,PV23-998,,,829.8824917,831.9820439,182.4490792,64.38532189,1.327315678,NA,NA,0.015475226,-0.020920154,7.232191714,62.67243402,14.07115789
5499,2,Zx.0560_P4_P3_P5.2.1.1,Dura,Mex,PV23-629,,,815.7669623,843.2695295,152.0363413,59.97520453,0.336565561,NA,NA,0.015136726,0.970175655,7.613427741,65.63016374,12.06082446
5500,2,Zx.0400_P1_P1_P2.1.1.1,Mesa,Mex,PV23-2415,,,831.2290827,858.3886199,182.349143,55.57542025,0.795775817,NA,NA,0.011883671,0.970092291,6.730951206,56.2037037,13.05947653
5501,2,Zx.0570_P2_P4_P2.1.1.1,Nobo,Mex,PV23-1192,,,814.9116079,832.2402183,195.1690139,70.26852229,1.360015785,NA,NA,0.012269217,-0.013134661,8.613013416,62.79679299,12.06276092
5502,2,Zx.0010_P4_P3_P1.1.1.1,Chal,Mex,PV23-394,,,842.5624239,831.6507536,182.2669916,74.81641512,2.24842501,NA,NA,0.008744049,-0.035854488,7.385994394,54.29038753,13.54507103
5503,2,Zl.0050_P1_P5_P3.2.1.1,Zlux,Zlux,PV23-1234,,,1008.177732,950.6268457,167.6197386,58.46620812,1.583842483,NA,NA,0.011294859,-0.024629979,8.230317159,NA,14.05333445
5504,2,Zx.0470_P2_P1_P2.2.1.1,Mesa,Mex,PV23-2349,,,808.0937824,809.2878407,168.7396825,50.96546212,1.225287791,NA,NA,0.008767264,-0.026960851,7.092345482,NA,11.05199183
5505,2,Zd.0020_P2_P2_P2.2.1.1,Zdip,Zdip,PV23-1840,,,913.1660264,893.2527509,202.3173751,70.42544304,2.122402035,NA,NA,0.005711551,-0.033980428,9.158637271,NA,15.04274113
5506,2,Zx.0580_P2_P5_P4.1.1.1,Nobo,Mex,PV23-1052,,,873.6919276,879.138932,211.6325735,80.03673304,1.150860208,NA,NA,0.006706262,0.959349353,8.253816914,59.43594682,16.04085055
5507,2,Zd.0010_P3_P2_P4.3.1.1,Zdip,Zdip,PV23-2027,,,881.3739399,887.8199181,193.4466646,70.09591474,2.075482128,NA,NA,0.004460025,-0.036181699,7.920636863,62.3769748,12.54609909
5508,2,Zv.0120_P2_P5_P2.2.1.1,Bals,Bals,PV23-1705,,,886.0120535,875.2977854,205.1238129,82.26117984,1.10919453,NA,NA,0.004666641,-0.04154925,8.614154022,63.03524307,13.53565182
5509,2,Zx.0510_P1_P3_P2.1.1.1,Mesa,Mex,PV23-2338,,,926.2639422,899.4237174,188.5282131,58.91909089,1.08671552,NA,NA,0.004906219,-0.038144608,7.414337112,57.65494015,13.98096053
5510,2,Zx.0500_P2_P2_P1.2.1.1,Mesa,Mex,PV23-540,,,827.3966389,836.6723324,198.5308209,74.66681636,1.051273935,NA,NA,0.004738971,-0.032814272,8.920496774,59.88539816,12.3914709
5511,2,Zx.0100_P4_P4_P1.2.1.1,Chal,Mex,PV23-388,,,849.4553437,827.986825,192.3500632,74.52314517,1.125094934,NA,NA,0.007024576,-0.03731947,7.653500569,65.83542355,14.58628569
5512,2,Zd.0010_P3_P3_P2.1.1.1,Zdip,Zdip,PV23-2038,,,872.5037503,870.9597868,183.6716151,67.83551816,1.095419616,NA,NA,0.00606924,-0.030678903,8.058339322,56.5961193,14.5882291
5513,2,Zx.0340_P2_P4_P1.1.1.1,Chal,Mex,PV23-477,,,889.2957647,925.3138165,197.7854117,87.3049956,1.197553119,NA,NA,0.009164344,0.976323339,7.992331161,57.86024916,13.79751695
5514,2,Zx.0570_P2_P3_P2.3.1.1,Nobo,Mex,PV23-1179,,,899.9473467,878.6276671,205.4600783,81.73401492,1.555912763,NA,NA,0.01173135,-0.021345062,7.230932408,55.8547211,15.09887845
5515,2,Zv.0230_P1_P4_P1.2.1.1,Bals,Bals,PV23-1727,,,912.7714779,902.3148953,195.992935,89.00419258,1.220825817,NA,NA,0.009219983,-0.032545224,6.687566955,56.61044732,14.29060351
5516,2,Zd.0010_P2_P5_P2.1.1.1,Zdip,Zdip,PV23-1989,,,930.7357003,901.9248209,195.8113275,70.36114947,1.333141511,NA,NA,0.012784635,-0.009772005,7.615773869,56.43844058,12.30823174
5517,2,Zx.0550_P1_P1_P2.1.1.1,Dura,Mex,PV23-646,,,811.7253575,825.9849611,183.885202,74.56096689,0.769869013,NA,NA,0.012438619,-0.026456575,6.734997154,46.86649806,12.20481889
5518,2,Zx.0510_P1_P1_P2.2.1.1,Mesa,Mex,PV23-2329,,,857.3273036,855.6605544,181.3997783,70.85586653,1.311698584,NA,NA,0.015731255,-0.02624292,7.118685584,53.60698051,14.00595886
5519,2,Zx.0580_P2_P1_P1.2.1.1,Nobo,Mex,PV23-999,,,799.7168457,830.9485298,196.5692802,83.17359209,0.303464608,NA,NA,0.016109389,-0.017160195,6.138487048,57.25439301,13.61601026
5520,2,Zv.0100_P3_P5_P1.1.1.1,Bals,Bals,PV23-2150,,,856.5407125,858.88356,193.792355,73.716673,1.132110601,NA,NA,0.014532838,-0.008922591,6.848681357,50.41097668,13.42550105
5521,2,Zl.0010_P1_P4_P1.4.1.1,Zlux,Zlux,PV23-1394,,,1126.778926,1157.515033,160.0140068,47.22265747,1.380696627,NA,NA,0.014129273,-0.026088545,7.726098191,80.07474546,13.62592647
5522,2,Zx.0540_P3_P5_P1.2.1.1,Dura,Mex,PV23-812,,,875.7745698,857.4423299,184.5138704,65.86439483,1.312741136,NA,NA,0.017841389,-0.019329887,7.464506316,63.90155756,10.63610635
5523,2,Zl.0030_P2_P2_P1.3.1.1,Zlux,Zlux,PV23-1506,,,956.5237937,887.5914614,195.3258849,61.38522191,0.405162311,NA,NA,0.014342172,-0.030035992,7.269053297,60.26630435,13.13217824
5524,2,B73,B73,B73,,,,824.2734134,845.9896882,186.7413465,56.0739831,1.433783408,NA,NA,0.016014318,-0.030166498,7.534607952,57.26975492,12.13481397
5525,2,Zx.0560_P4_P1_P2.3.1.1,Dura,Mex,PV23-598,,,827.2575012,836.646292,157.8902311,45.54889342,0.499352335,NA,NA,0.018429286,-0.025802777,7.095283882,52.30844458,13.13956033
5526,2,Zx.0160_P2_P2_P1.1.1.1,Chal,Mex,PV23-440,,,860.9876013,872.8253213,197.6206038,81.27265047,1.13472651,NA,NA,0.015784287,0.957820559,6.821886089,56.29940457,13.14375794
5527,2,Zd.0030_P2_P5_P5.1.1.1,Zdip,Zdip,PV23-933,,,862.1509909,859.3918232,160.9177162,51.65608826,1.110060962,NA,NA,0.018216469,-0.037069409,8.225347314,65.70470124,13.67980005
5528,2,Zv.0250_P3_P5_P1.2.1.1,Mesa,Mex,PV23-2289,,,922.0752423,882.4755589,195.0647645,69.79194592,1.473958578,NA,NA,0.020820746,-0.020921508,7.798886408,55.68507338,14.1757359
5529,2,Zx.0510_P1_P3_P1.2.1.1,Mesa,Mex,PV23-2336,,,825.968188,832.206922,193.8308696,67.19800314,1.40747548,NA,NA,0.018365057,-0.025575586,9.03804318,69.91680849,13.6712012
5530,2,Zx.0440_P1_P1_P1.3.1.1,Mesa,Mex,PV23-829,,,802.4036354,828.9424927,186.3609248,64.42222162,1.377739378,NA,NA,0.016652203,-0.025772345,8.371995366,69.68455807,13.76883397
5531,2,Zd.0030_P2_P1_P3.3.1.1,Zdip,Zdip,PV23-861,,,878.618187,858.517359,173.5469901,67.85386461,0.284073276,NA,NA,0.020110733,-0.015402245,6.76669224,49.49514243,13.17308352
5532,2,Zv.0300_P1_P2_P2.2.1.1,Bals,Bals,PV23-2105,,,905.9951279,919.7106071,171.1265347,63.21170359,1.35075328,NA,NA,0.016357959,-0.022478077,8.727343313,67.75105812,12.06327538
5533,2,Zx.0540_P3_P5_P3.2.1.1,Dura,Mex,PV23-818,,,813.7178732,829.5930561,166.0943512,54.76472624,0.101006306,NA,NA,0.016720902,-0.005590461,8.348853178,62.47764145,14.66325446
5534,2,Zd.0030_P2_P4_P1.2.1.1,Zdip,Zdip,PV23-895,,,828.4277664,830.1876553,200.1913668,72.35151977,1.271453869,NA,NA,0.018256875,-0.014052452,8.13749307,59.41787227,13.6541774
5535,2,B73,B73,B73,,,,883.3606518,853.3921706,197.4287811,63.22659026,1.279015204,NA,NA,0.01783821,-0.023309074,8.016448943,NA,13.64451775
5536,2,Zd.0020_P2_P4_P1.1.1.1,Zdip,Zdip,PV23-1854,,,927.4804876,896.2225286,177.3375183,71.16958652,1.736657873,NA,NA,0.014505091,-0.023657882,7.431452234,53.82425439,13.64371481
5537,2,Zv.0310_P3_P2_P1.3.1.1,Bals,Bals,PV23-2073,,,938.5119864,896.4477467,198.6791487,67.22649669,2.299551916,NA,NA,0.014810674,-0.007075441,7.110969352,66.88844681,12.14740296
5538,2,Zx.0580_P3_P2_P4.1.1.1,Nobo,Mex,PV23-1097,,,868.4802829,849.0896647,155.2750751,44.11404937,1.18707424,NA,NA,0.011205637,-0.029919582,7.181731801,53.95376572,10.62999788
5539,2,Zl.0010_P1_P2_P1.3.1.1,Zlux,Zlux,PV23-1377,,,887.2328141,855.4982949,185.1669166,68.05962383,1.522301542,NA,NA,0.013676658,-0.018762907,6.824407235,NA,14.03844563
5540,2,Zv.0120_P2_P5_P2.1.1.1,Bals,Bals,PV23-1704,,,943.4321357,899.5024189,163.9422349,51.81442943,1.164484586,NA,NA,0.011069339,-0.021116172,7.785504991,58.20378382,13.8372013
5541,2,Zv.0310_P3_P5_P1.3.1.1,Bals,Bals,PV23-2083,,,890.1831674,908.7048477,205.293497,66.49742765,2.063329648,NA,NA,0.007933947,0.97187617,8.651574886,68.64820583,14.62797542
5542,2,Zv.0030_P1_P2_P1.2.1.1,Bals,Bals,PV23-1326,,,866.1347247,863.3329944,207.410316,81.31082256,1.094368791,NA,NA,0.008849014,-0.034758992,6.747042188,50.99912376,13.62604677
5543,2,Zx.0580_P2_P3_P1.4.1.1,Nobo,Mex,PV23-1015,,,828.9495035,827.9660926,186.9640284,72.55702396,1.022210776,NA,NA,0.006523156,-0.030241362,7.514498283,59.96203185,14.63121184
5544,2,Zx.0010_P4_P4_P2.1.1.1,Chal,Mex,PV23-398,,,863.5704364,859.9070032,198.2388828,75.88958669,1.059476237,NA,NA,0.00665016,-0.035553236,10.60891473,63.8454645,14.82066539
5545,2,Zx.0580_P2_P5_P3.3.1.1,Nobo,Mex,PV23-1049,,,865.9369124,881.1551275,167.2141198,66.14155706,1.030150641,NA,NA,0.009821206,-0.026080944,7.698959465,56.35514452,13.65710702
5546,2,Zv.0040_P3_P1_P1.2.1.1,Bals,Bals,PV23-1333,,,909.0042787,908.4238536,195.691671,67.71910575,1.991050138,NA,NA,0.009735023,-0.020773277,8.503758515,64.25481122,13.66765149
5547,2,Zv.0470_P2_P3_P2.1.1.1,Bals,Bals,PV23-2251,,,883.2694355,868.4581624,223.7558802,82.33239975,1.061507039,NA,NA,0.012101718,-0.025286125,8.835626597,70.07519661,15.56245229
5548,2,Zh.0030_P4_P5_P2.3.1.1,Hueh,Hueh,PV23-1319,,,910.9211669,916.0377245,177.1336906,67.32412629,2.029020454,NA,NA,0.011227509,-0.018640434,7.439628979,59.20757806,11.06428988
5549,2,Zx.0520_P2_P3_P1.2.1.1,Mesa,Mex,PV23-2294,,,831.1880663,813.770519,159.1845082,59.39613505,1.129029721,NA,NA,0.014403784,-0.011613456,6.473264208,45.64738692,13.2733537
5550,2,Zx.0220_P2_P1_P2.3.1.1,Chal,Mex,PV23-404,,,891.7156972,862.0890543,183.7603582,76.35519682,1.48600695,NA,NA,0.017052019,-0.009225394,8.712226491,67.12572432,13.97435819
5551,2,Zv.0190_P3_P2_P1.1.1.1,Bals,Bals,PV23-1585,,,889.7556194,872.5831477,181.2036219,69.09262347,1.150210654,NA,NA,0.014621951,-0.020325031,7.570016734,57.47449979,14.26560326
5552,2,Zv.0200_P3_P4_P1.1.1.1,Bals,Bals,PV23-1669,"short, no shoots",,NA,NA,NA,NA,0.262325434,NA,NA,0.018267984,0.002605026,NA,NA,NA
5553,2,B73,B73,B73,,,,921.0781308,891.7051805,168.9972686,53.47750216,0.699255531,NA,NA,0.018003444,-0.013860117,7.821791817,53.7366943,13.1785848
5554,2,Zx.0570_P2_P2_P4.1.1.1,Nobo,Mex,PV23-1168,,,850.1980408,865.7675601,200.5211569,85.23340048,1.241656621,NA,NA,0.021377651,-0.01336459,6.508145306,52.98154829,13.7789641
5555,2,Zx.0580_P3_P1_P2.4.1.1,Nobo,Mex,PV23-1070,,,813.030603,799.9121525,193.7978435,74.11872255,1.234425087,NA,NA,0.021837448,-0.003928828,7.730600243,59.93260303,12.78816818
5556,2,Zv.0270_P2_P3_P2.2.1.1,Bals,Bals,PV23-2161,,,815.8140068,829.596838,206.3551023,63.37620496,2.064706604,NA,NA,0.020342649,1.004755555,8.543377973,73.70111333,14.19678511
5557,2,Zv.0280_P3_P4_P1.1.1.1,Bals,Bals,PV23-2135,,,891.9297594,871.7961249,221.2133964,81.76159712,2.315609367,NA,NA,0.020020916,-0.011861488,9.323236816,71.29179362,15.39636805
5558,2,Zd.0010_P3_P4_P4.3.1.1,Zdip,Zdip,PV23-2063,,,964.5759277,937.5297955,195.6016842,73.42195528,2.250349627,NA,NA,0.023814929,-0.004475857,8.463823149,65.66134302,15.10578225
5559,2,Zv.0420_P3_P4_P1.2.1.1,Bals,Bals,PV23-1639,,,879.4914553,858.8166779,203.4861309,79.07137799,1.345529371,NA,NA,0.020397664,-0.014511426,7.870150073,61.6832265,14.20119982
5560,2,Zl.0020_P3_P1_P1.4.1.1,Zlux,Zlux,PV23-1399,,,842.4215047,861.6235748,179.0869386,69.97588136,0.376746965,NA,NA,0.022151797,-0.013981203,8.136937114,62.05201455,14.60329965
5561,2,Zv.0140_P3_P2_P1.2.1.1,Bals,Bals,PV23-1812,,,923.2815965,882.0324986,179.4781454,63.73146938,0.444578218,NA,NA,0.024648775,-0.009022276,8.798184533,64.45790786,13.70763888
5562,2,Zl.0010_P1_P2_P1.4.1.1,Zlux,Zlux,PV23-1378,,,908.6112074,888.9147393,213.5199446,79.77614931,1.081862444,NA,NA,0.022085789,-0.024919921,8.524735897,64.41409276,14.71160481
5563,2,Zh.0020_P3_P5_P1.3.1.1,Hueh,Hueh,PV23-1273,,,905.5796663,857.4304117,186.6209446,64.74740658,1.048703305,NA,NA,0.019145985,-0.034943689,8.121394429,54.31855115,13.44424521
5564,2,Zx.0560_P2_P5_P3.2.1.1,Dura,Mex,PV23-586,,,888.0423718,850.6494428,201.3540419,67.51440794,1.409829315,NA,NA,0.021667433,-0.019313281,8.794558733,60.22216163,14.44034465
5565,2,Zx.0220_P2_P5_P1.2.1.1,Chal,Mex,PV23-415,,,984.1608985,921.4117361,149.7816319,55.59098862,0.340298928,NA,NA,0.019128915,-0.024579542,5.332714656,40.17483557,13.03617492
5566,2,Zx.0550_P4_P4_P2.3.1.1,Dura,Mex,PV23-720,,,863.1186647,NA,187.0510863,63.55262728,1.307371495,NA,NA,0.017333244,-0.025433573,8.065010979,66.96581379,12.73432924
5567,2,Zx.0550_P1_P3_P1.1.1.1,Dura,Mex,PV23-653,,,930.1889685,919.7526763,161.116727,51.82086886,0.210595614,NA,NA,0.020708983,-0.015716625,7.357480964,56.9067924,13.23923863
5568,2,Zv.0410_P2_P3_P2.2.1.1,Bals,Bals,PV23-1654,,,891.0629838,902.4898369,199.7895714,60.14690608,1.274503048,NA,NA,0.01687346,-0.02339666,8.215458546,67.70504801,14.13021337
5569,2,Zx.0570_P2_P2_P1.4.1.1,Nobo,Mex,PV23-1158,,,813.7791463,814.1291578,206.1241915,66.82695682,2.022620516,NA,NA,0.017153708,-0.007042436,8.534030574,71.2888891,14.83106624
5570,2,Zx.0370_P2_P1_P1.2.1.1,Mesa,Mex,PV23-366,,,885.1576467,887.939379,211.9055274,75.7199801,1.191843281,NA,NA,0.018607051,-0.015955148,7.919664067,60.70326441,12.52291518
5571,2,Zx.0340_P2_P1_P2.4.1.1,Chal,Mex,PV23-2533,,,904.747216,892.4331139,200.1006081,86.06050462,1.199043084,NA,NA,0.018105831,-0.025586246,7.395700128,56.54403013,15.0141875
5572,2,Zh.0030_P4_P5_P1.3.1.1,Hueh,Hueh,PV23-1314,,,929.4800025,935.4540315,179.1571945,67.58874846,1.656990307,NA,NA,0.014690239,-0.026247314,6.708009067,53.09978234,13.5142754
5573,2,Zx.0390_P2_P1_P1.2.1.1,Mesa,Mex,PV23-2449,,,1042.748656,1060.009402,214.7874062,64.30691312,2.220685122,NA,NA,0.014913436,-0.00991647,8.485266263,73.37476493,14.21879813
5574,2,Zx.0370_P2_P5_P1.1.1.1,Mesa,Mex,PV23-373,,,942.167312,880.1138812,162.7840249,48.88565769,1.109359679,NA,NA,0.011226104,-0.032945383,8.454454452,53.66051276,13.50217576
5575,2,B73,B73,B73,,,,926.4690888,884.0543764,179.1297513,62.51620339,1.446072941,NA,NA,0.01361492,-0.021911024,8.696352708,63.6304286,12.71132863
5576,2,Zx.0510_P1_P2_P1.1.1.1,Mesa,Mex,PV23-2330,,,960.6729148,879.7459794,177.3253294,74.92247015,0.090172192,NA,NA,0.01092548,-0.024338248,8.057456179,53.87270635,13.71065907
5577,2,Zd.0020_P2_P1_P2.3.1.1,Zdip,Zdip,PV23-1830,,,988.5704616,905.231485,179.971982,68.18980547,0.991431989,NA,NA,0.007708042,-0.031386819,8.324215219,59.65393197,13.70184998
5578,2,Zx.0580_P2_P2_P1.4.1.1,Nobo,Mex,PV23-1010,,,866.0197777,888.4215707,184.1641395,61.47868826,1.025410996,NA,NA,0.008541124,-0.038046109,7.120851358,59.04226985,13.70018532
5579,2,Zx.0580_P3_P2_P3.3.1.1,Nobo,Mex,PV23-1094,,,828.1690067,836.4887302,196.5089774,71.06623633,1.956647589,NA,NA,0.006133326,-0.033543,8.789795005,66.24210605,11.90548407
5580,2,Zx.0380_P2_P2_P1.2.1.1,Mesa,Mex,PV23-2381,,,867.0275594,887.9796133,191.2805964,76.61004143,0.997528894,NA,NA,0.006178429,0.961148861,7.185931099,59.66260341,14.69498979
5581,2,Zx.0220_P2_P3_P1.3.1.1,Chal,Mex,PV23-2496,,,803.6073698,859.6142197,211.9756199,85.20217824,0.964646686,NA,NA,0.007633672,-0.037720372,9.871502586,61.36255401,14.62767927
5582,2,Zx.0410_P2_P4_P1.4.1.1,Mesa,Mex,PV23-2475,,,812.8392532,825.2660292,178.9214768,60.4982238,1.922092213,NA,NA,0.007629757,-0.032414176,8.274359725,61.81952188,12.93807482
5583,2,Zh.0030_P4_P3_P1.1.1.1,Hueh,Hueh,PV23-1287,,,850.6893081,877.1861671,215.1239602,76.6542146,1.989209733,NA,NA,0.010078766,-0.036910673,8.504537769,68.29655577,13.13261651
5584,2,Zx.0500_P2_P3_P2.1.1.1,Mesa,Mex,PV23-546,,,973.8340979,944.3561848,147.3087411,51.02033609,1.953693544,NA,NA,0.009286926,-0.030240182,7.307216942,54.7842367,11.13404577
5585,2,Zx.0160_P2_P1_P2.1.1.1,Chal,Mex,PV23-438,,,899.6542076,869.7573925,170.9109474,65.35311605,2.051019241,NA,NA,0.012545645,-0.023170234,7.540023001,55.87826254,14.74254195
5586,2,Zv.0110_P1_P2_P1.1.1.1,Bals,Bals,PV23-1707,,,864.5487118,844.2071285,184.9029479,68.53961554,1.405604309,NA,NA,0.015276418,-0.02070047,7.778787581,61.31097273,12.54282771
5587,2,Zd.0010_P2_P5_P2.2.1.1,Zdip,Zdip,PV23-1990,,,848.7049431,841.679413,194.7484883,57.52546523,2.067669372,NA,NA,0.012928988,-0.031662321,9.23709814,64.21755703,16.03323639
5588,2,Zx.0030_P2_P4_P2.2.1.1,Chal,Mex,PV23-520,,,1115.714787,926.5301693,188.0090958,61.60398961,3.177880323,NA,NA,0.016657757,-0.008524128,9.068485565,59.71273467,13.84938919
5589,2,Zl.0050_P1_P1_P4.3.1.1,Zlux,Zlux,PV23-1219,,,888.3915831,867.0097606,181.7364509,65.59151878,1.61325742,NA,NA,0.016476042,-0.02470786,7.792166945,55.52645985,13.3443825
5590,2,B73,B73,B73,,,,869.261458,844.1147082,193.1414409,66.81480246,1.154719103,NA,NA,0.019933152,-0.023867038,8.181120173,63.47075275,13.74380527
5591,2,B73,B73,B73,,,,867.1660901,840.1256947,187.5125062,64.27473593,1.147373378,NA,NA,0.020475924,-0.01402795,8.306599237,58.14266224,14.05204901
5592,2,Zx.0540_P3_P3_P3.2.1.1,Dura,Mex,PV23-785,,,827.0655297,841.896164,169.4001247,54.24359836,0.97848793,NA,NA,0.019064162,-0.004881732,8.022616108,61.65140459,11.95973557
5593,2,Zl.0050_P1_P1_P3.2.1.1,Zlux,Zlux,PV23-1215,,,958.3117623,936.4359111,185.838172,61.49633888,2.231195921,NA,NA,0.018825519,-0.020978567,8.505705466,63.49852353,12.95845284
5594,2,Zd.0020_P3_P4_P1.3.1.1,Zdip,Zdip,PV23-1911,,,837.0196373,828.409321,181.048753,82.17543357,1.168549237,NA,NA,0.022702663,-0.013016904,8.04927376,53.73650385,13.5671
5595,2,Zv.0410_P2_P5_P1.2.1.1,Bals,Bals,PV23-1661,,,909.9162977,918.1157653,198.9796049,65.98080926,2.266944859,NA,NA,0.019368558,-0.022430719,6.658127795,74.33488912,14.66188086
5596,2,Zd.0010_P3_P2_P4.2.1.1,Zdip,Zdip,PV23-2026,,,916.7041443,859.1298684,217.8054586,84.1446392,2.301726499,NA,NA,0.021205867,-0.021264816,9.126889539,63.38538759,15.66349939
5597,2,Zh.0030_P4_P2_P1.2.1.1,Hueh,Hueh,PV23-1285,,,1001.974498,993.2832128,183.5542598,61.22777382,1.373206641,NA,NA,0.023786022,-0.01569392,8.089496897,57.07528037,15.76753662
5598,2,Zv.0050_P1_P1_P1.1.1.1,Bals,Bals,PV23-1517,,,970.9663608,951.2987878,228.0592843,95.64319752,2.013963763,NA,NA,0.021306202,-0.031048714,8.216780728,67.51298756,14.47140372
5599,2,B73,B73,B73,,,,935.9511694,891.1798727,179.4617782,63.43531142,0.993043734,57.30095314,NA,0.009974186,-0.044194625,7.814142662,64.7744629,13.17980933
5600,2,Zl.0030_P2_P1_P1.4.1.1,Zlux,Zlux,PV23-1502,,,856.1043108,867.8863165,172.9517755,66.57794057,1.108392401,62.56729576,47.45704652,0.009799401,-0.036728055,7.546011192,51.70169536,14.47984924
5601,2,Zx.0160_P2_P1_P1.2.1.1,Chal,Mex,PV23-436,,,792.5224039,803.0254999,183.1526419,78.37609444,0.871532419,65.28219741,53.36684304,0.008973969,-0.047918889,7.779284067,56.81144682,14.48310416
5602,2,Zx.0580_P2_P3_P1.3.1.1,Nobo,Mex,PV23-1014,,,875.644187,833.6556411,202.2864163,74.13710249,0.934141504,56.71644342,28.70466435,0.006922827,-0.050620311,8.943058461,64.94429259,13.57621309
5603,2,Zv.0140_P3_P1_P2.2.1.1,Bals,Bals,PV23-1810,,,938.4415602,845.8389652,183.6591778,68.02263716,0.963215605,57.26329477,NA,0.005963753,-0.016047854,6.432376144,50.01195033,13.87969361
5604,2,B73,B73,B73,,,,879.7065779,872.2406218,197.1849838,73.80771341,1.050836684,61.76905628,46.10197881,0.006006393,-0.036187953,8.384693402,65.81044702,14.37423722
5605,2,B73,B73,B73,,,,872.4903903,850.950125,187.0661096,58.01901294,0.896120822,45.88541465,9.463543728,0.012101387,-0.037013389,8.25032061,59.24029283,14.37333352
5606,2,Zx.0550_P1_P5_P2.2.1.1,Dura,Mex,PV23-667,,,900.3147903,884.6776524,187.470083,86.24653022,1.002359639,53.76541828,27.11693751,0.007082746,-0.024275424,7.544215807,48.16527753,13.87269984
